0,1,2
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,1.5,1.5
1.5,1.5,1.5
2.0,1.5,1.5
2.0,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.5,2.0,2.0
2.5,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.5,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.5
2.0,2.0,2.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,2.0,1.5
1.5,2.0,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,1.5,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,1.5,1.5
1.5,1.5,1.5
1.5,1.5,1.5
2.0,1.5,1.5
2.0,1.5,1.5
2.0,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.0,1.5,2.0
2.0,1.5,1.5
2.0,1.5,1.5
2.0,1.5,1.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
1.5,2.0,2.0
1.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,1.5
2.0,2.0,1.5
2.0,2.0,1.5
